Unnamed: 0,ACS.MC,ITX.MC,FER.MC,ELE.MC,SCYR.MC,AENA.MC,AMS.MC
2022-11-01,22.605852127075195,22.119287490844727,23.14535903930664,14.461772918701172,2.156374931335449,109.7604751586914,50.420597076416016
2022-11-02,22.571006774902344,21.94942855834961,22.910524368286133,14.474635124206545,2.1286633014678955,109.66768646240234,49.400638580322266
2022-11-03,22.27482032775879,21.49647521972656,22.35056495666504,14.24311065673828,2.0420615673065186,108.46153259277344,49.0157470703125
2022-11-04,22.431623458862305,22.223087310791016,22.551233291625977,14.281698226928713,2.121734857559204,109.01821899414062,49.554595947265625
2022-11-05,22.431623458862305,22.223087310791016,22.551233291625977,14.281698226928713,2.121734857559204,109.01821899414062,49.554595947265625
2022-11-06,22.431623458862305,22.223087310791016,22.551233291625977,14.281698226928713,2.121734857559204,109.01821899414062,49.554595947265625
2022-11-07,22.544872283935547,22.270273208618164,22.360122680664062,14.234537124633787,2.227389335632324,109.15739440917967,49.84326171875
2022-11-08,22.605852127075195,22.58167839050293,22.484344482421875,14.903387069702148,2.216996192932129,109.71408081054688,49.419883728027344
2022-11-09,22.675540924072266,22.949705123901367,22.761459350585938,15.194936752319336,2.2395131587982178,110.96662902832033,49.054237365722656
2022-11-10,22.88461303710937,23.08181381225586,23.31568145751953,15.43075180053711,2.246441602706909,114.0748062133789,50.28588104248047
2022-11-11,22.83234596252441,22.83646583557129,23.57368469238281,15.190651893615724,2.1615710258483887,114.30675506591795,51.26734924316406
2022-11-12,22.83234596252441,22.83646583557129,23.57368469238281,15.190651893615724,2.1615710258483887,114.30675506591795,51.26734924316406
2022-11-13,22.83234596252441,22.83646583557129,23.57368469238281,15.190651893615724,2.1615710258483887,114.30675506591795,51.26734924316406
2022-11-14,22.79750061035156,22.978012084960938,23.71701431274414,15.366437911987305,2.197944641113281,115.4665298461914,51.03642272949219
2022-11-15,23.08497428894043,23.05350875854492,23.850793838500977,15.709439277648926,2.216996192932129,115.32736206054688,50.766998291015625
2022-11-16,22.83234596252441,22.515625,23.650129318237305,15.872365951538086,2.184087991714477,113.28616333007812,49.22743988037109
2022-11-17,22.71909713745117,22.289146423339844,23.669239044189453,15.585100173950195,2.1650357246398926,110.82745361328124,48.65010452270508
2022-11-18,23.041418075561523,22.760974884033203,23.78390312194824,16.00098991394043,2.1806235313415527,111.80166625976562,47.812965393066406
2022-11-19,23.041418075561523,22.760974884033203,23.78390312194824,16.00098991394043,2.1806235313415527,111.80166625976562,47.812965393066406
2022-11-20,23.041418075561523,22.760974884033203,23.78390312194824,16.00098991394043,2.1806235313415527,111.80166625976562,47.812965393066406
2022-11-21,23.17208671569824,23.05350875854492,24.08013343811035,16.0996036529541,2.2187283039093018,112.72948455810548,48.419166564941406
2022-11-22,23.433425903320312,23.251672744750977,24.40502166748047,16.391155242919922,2.2291202545166016,113.47173309326172,49.47761535644531
2022-11-23,23.49440574645996,23.55364418029785,24.319021224975582,15.55508804321289,2.216996192932129,114.39954376220705,48.99650192260742
2022-11-24,23.70347785949707,23.648006439208984,24.596134185791016,15.61082649230957,2.220460891723633,114.49232482910156,49.28517532348633
2022-11-25,23.1546630859375,23.55364418029785,24.72035789489746,15.37501335144043,2.237781047821045,115.14179229736328,49.82401657104492
2022-11-26,23.1546630859375,23.55364418029785,24.72035789489746,15.37501335144043,2.237781047821045,115.14179229736328,49.82401657104492
2022-11-27,23.1546630859375,23.55364418029785,24.72035789489746,15.37501335144043,2.237781047821045,115.14179229736328,49.82401657104492
2022-11-28,23.08497428894043,23.364913940429688,24.672576904296875,15.194936752319336,2.2481729984283447,113.88925170898438,49.09273147583008
2022-11-29,23.372446060180664,23.51589775085449,24.39546775817871,15.044876098632812,2.3070626258850098,112.5903091430664,48.93876647949219
2022-11-30,23.57280540466309,23.45928001403809,24.462358474731445,15.17778778076172,2.303597927093506,114.39954376220705,49.32365798950195
2022-12-01,23.659921646118164,23.75181007385254,24.92102432250977,15.400738716125488,2.293205976486206,115.28096771240234,50.09344100952149
2022-12-02,23.781879425048828,23.865053176879883,24.92102432250977,15.370726585388184,2.3295786380767822,113.93563842773438,49.80477142333984
2022-12-03,23.781879425048828,23.865053176879883,24.92102432250977,15.370726585388184,2.3295786380767822,113.93563842773438,49.80477142333984
2022-12-04,23.781879425048828,23.865053176879883,24.92102432250977,15.370726585388184,2.3295786380767822,113.93563842773438,49.80477142333984
2022-12-05,23.668630599975582,23.61026382446289,24.69169044494629,15.409314155578612,2.312258243560791,116.71908569335938,49.49686050415039
2022-12-06,23.72089958190918,23.37434959411621,24.47191047668457,15.392165184020996,2.291473388671875,117.1365966796875,48.573123931884766
2022-12-07,23.70347785949707,23.393224716186523,24.40502166748047,15.35786247253418,2.263761281967163,115.88404846191406,48.43841552734375
2022-12-08,23.47698402404785,23.03463363647461,24.33813095092773,15.182076454162598,2.275885820388794,116.11600494384766,47.77447891235352
2022-12-09,23.747034072875977,23.100690841674805,24.548355102539062,15.293551445007324,2.3053297996521,117.92523956298828,49.93948745727539
2022-12-10,23.747034072875977,23.100690841674805,24.548355102539062,15.293551445007324,2.3053297996521,117.92523956298828,49.93948745727539
2022-12-11,23.747034072875977,23.100690841674805,24.548355102539062,15.293551445007324,2.3053297996521,117.92523956298828,49.93948745727539
2022-12-12,23.564096450805664,22.874210357666016,24.47191047668457,15.164925575256348,2.3243825435638428,116.2087860107422,49.22743988037109
2022-12-13,23.555383682250977,23.364913940429688,24.6152458190918,15.267826080322266,2.326114654541016,117.9716339111328,51.42131423950195
